Course Control Number (CB00),Course Code (CB01),Course Subject* (CB01),Course Number* (CB01),Course Title* (CB02) (updated=blue),Course Description,Department*,TOP Code,OLDTOP Code (CB03),Course Credit Status (CB04),Course Transfer Status (CB05),Course Units of Credit Maximum (CB06),Course Units of Credit Minimum (CB07),Course Basic Skills Status (CB08),SAM Priority Code (CB09),Cooperative Work Experience Education Status (CB10),Course Classification Code (CB11),Course Repeatability (CB12),Course Special Class Status (CB13),Course Can Code (CB14),Course Can Seq Code (CB15),Course Crosswalk Crs Dept Name (CB19),Course Crosswalk Crs Number (CB20),Course Prior to College Level (CB21),Course Non-Credit Category (CB22),Funding Agency Category (CB23),Course Program Status (CB24),Curriculum Id*,,
CCC000575717,CCTDM56,CCTDM,56,Typography,"CCTDM 56/ART 56 - Typography, 3 units Prerequisite(s): CCTDM 53 or ART 53 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Materials fee required  Designed to focus study of the elements of typography as related to print and to the World Wide Web. This is an interactive course where students practice and apply skills of typography for visual communication. Emphasis will focus on identifying type as a dynamic visual element; typographical forms and nuance; and the development of successful typographic solutions to convey concepts. Through collaborative discussions of assigned exercises and projects, students will acquire skills of analysis and critique. The course outcome will be the creation of a student portfolio of completed projects. Credit may be earned for only one of the following: CCTDM 56 or ART 56. Not repeatable. Transfer: (CSU/UC)",CMPT,0701.00,070100,D,A,3,3,N,B,N,Y,,N,NULL,NULL,CCCTDM,56,Y,Y,Y,1,CCCTDM-56,,
CCC000531645,CCTDM6,CCTDM,6,Writing for Multimedia,"CCTDM 6 - Writing for Multimedia,	3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course will present an overview of multimedia writing including techniques for effective communication in web page copy, digital storytelling, scripts, critique writing, storyboarding, and other current industry modes of delivery. Not repeatable. Transfer: (CSU)",CMPT,0614.00,061400,D,B,3,3,N,C,N,Y,,N,NULL,NULL,CCCTDM,6,Y,Y,Y,1,CCCTDM-6,,
CCC000557235,CCTIS10,CCTIS,10,Computer Concepts and Information Systems,"CCTIS 10 - Computer Concepts and Information Systems, 4 units Formerly listed as: CMPSC 1 - Computer Concepts and Information Systems 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  This course includes concepts of computer information systems in business, industry and other institutions. Study of computers, applications and network communications will also be covered. Actual practice is on personal computers in Windows environment on a network. Lab applications include graphical user interface, spreadsheets, word processing, database management, multimedia presentations and access to the Internet and World Wide Web. Not repeatable. MJC equivalent: (CSCI 220) Transfer: (CSU/UC) C-ID: (ITIS 110)",CMPT,0701.00,070100,D,A,4,4,N,C,N,Y,,N,ITIS 120,NULL,CCCTIS,10,Y,Y,Y,1,CCCTIS-10,,
CCC000580923,CCTIS137,CCTIS,137,Presentations Using Computers and Multimedia,"CCTIS 137 - Presentations Using Computers and Multimedia, 1.50 units Formerly listed as: CMPSC 11 - Presentations Using Computers and Multimedia 27 Lecture Hours, 54 Out-of-Class Hours = 81 Total Student Learning Hours  Use presentation software to prepare multimedia presentations. Combine text, graphics, video, and sound. Use the computer and multimedia projector to present information to an audience or to individuals. Not repeatable.",CMPT,0701.00,070100,D,C,1.5,1.5,N,D,N,Y,,N,NULL,NULL,CCCTIS,137,Y,Y,Y,1,CCCTIS-137,,
CCC000534933,CCTIS138,CCTIS,138,Excel Spreadsheets,"CCTIS 138 - Excel Spreadsheets, 2 units 36 Lecture Hours, 72 Out-of-Class Hours = 108 Total Student Learning Hours  Instruction in spreadsheet applications on computers, using Microsoft Excel. Develop, plan,and build spreadsheets for business decisions. Use formatting, charting, and lists to customize desired output. Not repeatable. Grading: (P/NP only)",CMPT,0701.00,070100,D,C,2,2,N,C,N,Y,,N,NULL,NULL,CCCTIS,138,Y,Y,Y,1,CCCTIS-138,,
CCC000574092,CCTIS139,CCTIS,139,Database Essentials,"CCTIS 139 - Database Essentials, 1.50 units Formerly listed as: CMPSC 155 - Access 1.5 Units: 27 Lecture Hours, 54 Out-of-Class Hours = 81 Total Student Learning Hours  Develop database applications using Database Management System (DBMS) software. Create databases, enter and edit data, query the database,(using QBE) create and use forms, create and print reports, customize fields and tables, manage data and files, use as database for a mail merge. Not repeatable.",CMPT,0701.00,070100,D,C,1.5,1.5,N,C,N,Y,,N,NULL,NULL,CCCTIS,139,Y,Y,Y,1,CCCTIS-139,,
CCC000596124,CCTIS142,CCTIS,142,Desktop Publishing Essentials,"CCTIS 142/OFTEC 142 - Desktop Publishing Essentials, 2 units Formerly listed as: CMPSC 142 - Desktop Publishing Essentials Requisites: Basic word processing skills such as editing and formatting text, copy/paste, file saving, Spell Check, etc. 36 Lecture Hours, 72 Out-of-Class Hours = 108 Total Student Learning Hours  An introduction to general desktop publishing theory with emphasis on design elements of formatted text, frames, photographs, clipart, lines, and pictures. Students will create sample projects such as newsletters, brochures, flyers, business cards, etc. Credit may be earned for only one of the following: CCTIS 142 or OFTEC 142. Not repeatable. Grading: (P/NP only)",CMPT,0614.50,061450,D,C,2,2,N,D,N,Y,,N,NULL,NULL,CCCTIS,142,Y,Y,Y,1,CCCTIS-142,,
CCC000597289,CCTIS210,CCTIS,210,Basic Computer Skills for College Success,"CCTIS 210 - Basic Computer Skills for College Success, 0.50 to 1.50 units  0.5 Unit: 9 Lecture Hours, 18 Out-of-Class Hours = 27 Total Student Learning Hours 1 Unit: 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours 1.5 Units: 27 Lecture Hours, 54 Out-of-Class Hours = 81 Total Student Learning Hours  Provides students with the opportunity to build a foundation of basic computer skills vital to success in the college environment including navigating the college website, file management, word processing, course management systems for hybrid and online courses, Internet and email. The material is developed to ensure that students will see the importance of learning how to use the applications for future coursework. Not repeatable. Grading: (P/NP only)",CMPT,0701.00,070100,C,C,1.5,0.5,N,D,N,Y,,N,NULL,NULL,CCCTIS,210,Y,Y,Y,2,CCCTIS-210,,
CCC000010336,CCTIS29,CCTIS,29,Project Management,"CCTIS 29/BUSAD 29 - Project Management, 3 units Recommended for Success: CCTIS 10 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course is designed to familiarize individuals with current and emerging project management technologies using the Internet, project management software and other application software packages as needed for project completion. Project management knowledge topics will include project integration, scope, time, cost, quality, human resource, communications, and risk and procurement management. Credit may be earned for only one of the following: CCTIS 29 or BUSAD 29. Not repeatable. Transfer: (CSU)",CMPT,0701.00,070100,D,B,3,3,N,C,N,Y,,N,NULL,NULL,CCCTIS,29,Y,Y,Y,1,CCCTIS-29,,
CCC000190838,CCTIS30,CCTIS,30,Financial Worksheets on Computers,"CCTIS 30 - Financial Worksheets on Computers,	 3 units 36 Lecture Hours, 54 Laboratory Hours, 72 Out-of-Class Hours = 162 Total Student Learning Hours  Electronic spreadsheets will be used to develop a basic understanding of business operations, managerial decision making, and strategic advantage. Students will develop spreadsheets for financial statements, what-if analysis, databases, and other ledger-type applications. Other topics include use of formulas, charts, tables, and macros to customize data entry for business applications and combining data between worksheets and link files. Lab projects will focus on the use of spreadsheet design, development, and use for managerial decision making. Not repeatable. MJC equivalent: (CSCI 223) Transfer: (CSU)",CMPT,0701.00,070100,D,B,3,3,N,C,N,Y,,N,NULL,NULL,CCCTIS,30,Y,Y,Y,1,CCCTIS-30,,
CCC000594700,CCTIS4,CCTIS,4,Windows Operating Systems Essentials,"CCTIS 4 - Windows Operating Systems Essentials, 1.50 units Formerly listed as: CMPSC 4 - Windows Operating Systems Essentials 27 Lecture Hours, 54 Out-of-Class Hours = 81 Total Student Learning Hours  This course provides instruction in Operating Systems. Topics include management of window elements, desktop arrangement, folders and files, and file management. Students will use multitasking, cut and paste, linking, and printing operations within elected Windows applications. Not repeatable. Transfer: (CSU)",CMPT,0701.00,070100,D,B,1.5,1.5,N,D,N,Y,,N,NULL,NULL,CCCTIS,4,Y,Y,Y,1,CCCTIS-4,,
CCC000596126,CCTIS6,CCTIS,6,Internet Essentials,"CCTIS 6 - Internet Essentials, 2 units Formerly listed as: CMPSC 10 - Internet Essentials 36 Lecture Hours, 72 Out-of-Class Hours = 108 Total Student Learning Hours  Access the Internet with web browsers on personal computers. Topics include navigating, browser features, email, search techniques, personal privacy, downloading, and communicating on the World Wide Web. Not repeatable. Grading: (P/NP only) Transfer: (CSU)",CMPT,0701.00,070100,D,B,2,2,N,D,N,Y,,N,NULL,NULL,CCCTIS,6,Y,Y,Y,2,CCCTIS-6,,
CCC000596956,CCTIS8,CCTIS,8,Advanced Internet Research,"CCTIS 8 - Advanced Internet Research, 1.50 units Recommended for Success: CCTIS 6 27 Lecture Hours, 54 Out-of-Class Hours = 81 Total Student Learning Hours  Designed to focus on advanced search and research techniques and tools available via the World Wide Web. The course reviews basic components of Internet search engines and includes advanced subject matter research techniques, database resources and advanced Internet technology skills. Topics include E-Commerce, Internet Resources, Digital Content, and Internet Publications. Not repeatable. Transfer: (CSU)",CMPT,0514.00,051400,D,B,1.5,1.5,N,C,N,Y,,N,NULL,NULL,CCCTIS,8,Y,Y,Y,1,CCCTIS-8,,
CCC000594837,CCTPG22,CCTPG,22,Programming Concepts and Methodology I,"CCTPG 22 - Programming Concepts and Methodology I, 4 units Formerly listed as: CMPSC 22 - Programming Concepts and Methodology I Recommended for Success: MATH 104, CCTPG 5 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  Designed for computer science majors but open to all students. Emphasizes problem analysis skills and algorithm development. Software engineering skills will be developed for both procedural and object-oriented programming techniques. Programming language will be the currently preferred object-oriented language used by equivalent UC/CSU courses. Extensive programming projects demonstrating problem-solving and implementation skills will be assigned throughout the semester, including use of data types, conditions and Boolean logic, loops, recursion, arrays, functions, references, and file input/output. Not repeatable. Transfer: (CSU/UC) C-ID: (COMP 112, COMP 122)",CMPT,0701.00,070100,D,A,4,4,N,C,N,Y,,N,"COMP 112, 122",NULL,CCCTPG,22,Y,Y,Y,1,CCCTPG-22,,
CCC000247494,CCTPG24,CCTPG,24,Programming Concepts and Methodology II,"CCTPG 24 - Programming Concepts and Methodology II, 4 units Formerly listed as: CMPSC 24 - Programming Concepts and Methodology II Prerequisite(s): CCTPG 22 Recommended for Success: MATH 104 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  A continuation of CCTPG 22 for computer science majors. Problem-solving techniques using an object-oriented design approach. Programming language will be the currently preferred object-oriented language used by equivalent UC/CSU courses. Topics include asymptotic notation, dynamic data structures (linked lists, stacks, queues, binary trees), directed graphs, generics, and searching/sorting algorithms. Also introduces programming in an event-driven GUI environment. Not repeatable. Transfer: (CSU/UC) C-ID: (COMP 132)",CMPT,0701.00,070100,D,A,4,4,N,B,N,Y,,N,COMP 132,NULL,CCCTPG,24,Y,Y,Y,1,CCCTPG-24,,
CCC000075869,CCTPG45,CCTPG,45,Applied Java Programming,"CCTPG 45 - Applied Java Programming, 3 units Formerly listed as: CMPSC 15 - Java Programming Prerequisite(s): CCTPG 22 36 Lecture Hours, 54 Laboratory Hours, 72 Out-of-Class Hours = 162 Total Student Learning Hours  Use Java, a platform-independent, object-oriented programming language to develop applications for emerging environments including Android, Java Server Pages (JSP) and multi-media applications. Topics include classes, objects, arrays, inheritance, interfaces, control flow, file and network input/output, and access to relational databases using the current Java SDK API and other emerging APIs. Not repeatable. Transfer: (CSU/UC)",CMPT,0701.00,070100,D,A,3,3,N,B,N,Y,,N,NULL,NULL,CCCTPG,45,Y,Y,Y,1,CCCTPG-45,,
CCC000511260,CCTPG47,CCTPG,47,C/C++ Programming,"CCTPG 47 - C/C++ Programming, 3 units Formerly listed as: CMPSC 27 - C/C++ Programming Prerequisite(s): CCTPG 22, or CCTPG 5 36 Lecture Hours, 54 Laboratory Hours, 72 Out-of-Class Hours = 162 Total Student Learning Hours  Computer programming and program design using the C Language. Topics include language syntax, pre-processors, data types, conditionals, logic, recursion, array and string processing, functions, structures, bit operations, pointers, interactive programming, file input/output and object-oriented features of C++. Not repeatable. Transfer: (CSU/UC)",CMPT,0701.00,070100,D,A,3,3,N,B,N,Y,,N,NULL,NULL,CCCTPG,47,Y,Y,Y,1,CCCTPG-47,,
CCC000573793,CCTPG48,CCTPG,48,Visual Studio .NET Programming,"CCTPG 48 - Visual Studio .NET Programming,	 3 units Formerly listed as: CMPSC 28 - Visual Studio .NET Programming Recommended for Success: CCTPG 5 36 Lecture Hours, 54 Laboratory Hours, 72 Out-of-Class Hours = 162 Total Student Learning Hours  Covers programming with current Microsoft Visual Studio tools (.NET environment). Emphasis is on structured design, object orientation, Graphical User Interface design, and event-driven applications. Includes programming projects using screen development, control constructs, array processing, file input/output and database access. Not repeatable. Transfer: (CSU/UC)",CMPT,0701.00,070100,D,A,3,3,N,B,N,Y,,N,NULL,NULL,CCCTPG,48,Y,Y,Y,2,CCCTPG-48,,
CCC000446355,CCTPG5,CCTPG,5,Introduction to Programming,"CCTPG 5 - Introduction to Programming, 3 units Recommended for Success: MATH 104 54 Lecture Hours, 18 Laboratory Hours, 108 Out-of-Class Hours = 180 Total Student Learning Hours  First course in computer programming for students with little or no programming experience. Covers computer architecture, data representation, file systems and networks, software development methods (structured and object-oriented design), and basic problem-solving using analysis, documentation, algorithm design and control structures. Write programs using scripting languages such as JavaScript or Python, and a compiled, object-oriented language such as Java. This course is designed for majors and non-majors. Not repeatable. Transfer: (CSU/UC)",CMPT,0701.00,070100,D,A,3,3,N,C,N,Y,,N,NULL,NULL,CCCTPG,5,Y,Y,Y,1,CCCTPG-5,,
CCC000594838,CCTPG51,CCTPG,51,Database Management,"CCTPG 51 - Database Management,	3 units Recommended for Success: CCTIS 10 36 Lecture Hours, 54 Laboratory Hours, 72 Out-of-Class Hours = 162 Total Student Learning Hours  Fundamentals of database design and administration. Covers basic terminology, types of database systems, and how to design a database appropriate to an application. Topics include linking of tables in a relational database, SQL commands, Query By Example, and design of input forms and reports. Hands-on component uses a current commercial database management system in a Windows environment. Not repeatable. Transfer: (CSU)",CMPT,0707.20,070720,D,B,3,3,N,C,N,Y,,N,NULL,NULL,CCCTPG,51,Y,Y,Y,1,CCCTPG-51,,
CCC000255918,CCTSS11,CCTSS,11,Networking Essentials,"CCTSS 11 - Networking Essentials, 3 units Formerly listed as: CMPSC 41 - Networking Essentials Recommended for Success: CCTIS 10 36 Lecture Hours, 54 Laboratory Hours, 72 Out-of-Class Hours = 162 Total Student Learning Hours  An introduction to computer networking and data communications. The focus is on concepts, terminology, and technologies in current networking environments. It is based on, and covers the Open System Interconnect (OSI) model including discussions of Local and Wide Area Networks (LAN & WAN). A laboratory component provides hands-on experience in network setup and computer configuration. Includes the first semester of Cisco Networking Academy Program which prepares students for Cisco Certified Network Association(CCNA) certification. The topics covered are also applicable to Microsoft Certified Systems Engineer (MCSE) and other industry networking certifications. Not repeatable. Transfer: (CSU)",CMPT,0708.00,070800,D,B,3,3,N,C,N,Y,,N,NULL,NULL,CCCTSS,11,Y,Y,Y,2,CCCTSS-11,,
